1227h;Multi-speed freq. 8;A028 (low);R/W;"0 or ""start frequency"" to ""maximum frequency""";0.01 [Hz];
1228h;Multi-speed freq. 9;A029 (high);R/W;"0 or ""start frequency"" to ""maximum frequency""";0.01 [Hz];
1229h;Multi-speed freq. 9;A029 (low);R/W;"0 or ""start frequency"" to ""maximum frequency""";0.01 [Hz];
122Ah;Multi-speed freq. 10;A030 (high);R/W;"0 or ""start frequency"" to ""maximum frequency""";0.01 [Hz];
122Bh;Multi-speed freq. 10;A030 (low);R/W;"0 or ""start frequency"" to ""maximum frequency""";0.01 [Hz];
122Ch;Multi-speed freq. 11;A031 (high);R/W;"0 or ""start frequency"" to ""maximum frequency""";0.01 [Hz];
122Dh;Multi-speed freq. 11;A031 (low);R/W;"0 or ""start frequency"" to ""maximum frequency""";0.01 [Hz];
122Eh;Multi-speed freq. 12;A032 (high);R/W;"0 or ""start frequency"" to ""maximum frequency""";0.01 [Hz];
122Fh;Multi-speed freq. 13;A032 (low);R/W;"0 or ""start frequency"" to ""maximum frequency""";0.01 [Hz];
1230h;Multi-speed freq. 13;A033 (high);R/W;"0 or ""start frequency"" to ""maximum frequency""";0.01 [Hz];
1231h;Multi-speed freq. 14;A033 (low);R/W;"0 or ""start frequency"" to ""maximum frequency""";0.01 [Hz];
1232h;Multi-speed freq. 14;A034 (high);R/W;"0 or ""start frequency"" to ""maximum frequency""";0.01 [Hz];
1233h;Multi-speed freq. 15;A034 (low);R/W;"0 or ""start frequency"" to ""maximum frequency""";0.01 [Hz];
1234h;Multi-speed freq. 15;A035 (high);R/W;"0 or ""start frequency"" to ""maximum frequency""";0.01 [Hz];
1235h;Multi-speed freq. 16;A035 (low);R/W;"0 or ""start frequency"" to ""maximum frequency""";0.01 [Hz];
1238h;Jog frequency;A038;R/W;"0.0, ""Start frequency"" to 999(10000)";0.01 [Hz];
1239h;Jog stop mode;A039;R/W;"0 (free-running after jogging stops [disabled during operation]) 
1 (deceleration and stop after jogging stops [disabled during operation]) 
2 (DC braking after jogging stops [dis- abled during operation]) 
3 (free-running after jogging stops [enabled during operation]) 
4 (deceleration and stop after jogging stops [enabled during operation]) 
5 (DC braking after jogging stops [enabled during operation])";;
123Ah;(Reserved);–;–;–;–;
123Bh;Torque boost method selection;A041;R/W;0 (manual torque boost), 1 (automatic torque boost);–;
123Ch;Manual torque boost value;A042;R/W;0 to 200;0.1 [%];
123Dh;Manual torque boost frequency;A043;R/W;0 to 500;0.1 [%];
123Eh;V/F characteristic curve selec- tion, 1st motor;A044;R/W;"0 (VC), 1 (VP), 2 (free V/f), 3 (sensorless vector control),";–;
123Fh;V/f gain;A045;R/W;20 to 100;1 [%];
1240h;Voltage compensation gain set- ting for automatic torque boost, 1st motor;A046;R/W;0 to 255;1 [%];
1241h;Slippage compensation gain set- ting for automatic torque boost, 1st motor;A047;R/W;0 to 255;1 [%];
1245h;DC braking enable;A051;R/W;0 (disabling), 1 (enabling), 2 (output freq < [A052]);–;
1246h;DC braking frequency;A052;R/W;0 to 6000;0.01 [Hz];
1247h;DC braking wait time;A053;R/W;0 to 50;0.1 [sec.];
1248h;DC braking force during deceler- ation;A054;R/W;0 to 100;1 [%];
1249h;DC braking time for deceleration;A055;R/W;0 to 600;0.1 [sec.];
124Ah;DC braking/edge or level detec- tion for [DB] input;A056;R/W;0 (edge operation), 1 (level operation);–;
124Bh;DC braking force for starting;A057;R/W;0 to 100;1 [%];
124Ch;DC braking time for starting;A058;R/W;0 to 600;0.1 [sec.];
124Dh;DC braking carrier frequency setting;A059;R/W;20 to 150;0.1 [kHz];
124Fh;Frequency upper limit;A061 (high);R/W;"0 or ""maximum frequency limit"" to ""max- imum frequency""";0.01 [Hz];
1250h;Frequency upper limit;A061 (low);R/W;"0 or ""maximum frequency limit"" to ""max- imum frequency""";0.01 [Hz];
1251h;Frequency lower limit;A062 (high);R/W;"0 or ""maximum frequency limit"" to ""max- imum frequency""";0.01 [Hz];
1252h;Frequency lower limit;A062 (low);R/W;"0 or ""maximum frequency limit"" to ""max- imum frequency""";0.01 [Hz];
1253h;Jump freq. (center) 1;A063 (high);R/W;0 to 40000(100000);0.01 [Hz];
1254h;Jump freq. (center) 2;A063 (low);R/W;0 to 40000(100000);0.01 [Hz];
1255h;Jump freq. width (hysteresis) 1;A064;R/W;0 to 1000(10000);0.01 [Hz];
1256h;Jump freq. (center) 2;A065 (high);R/W;0 to 40000(100000);0.01 [Hz];
1257h;Jump freq. (center) 3;A065 (low);R/W;0 to 40000(100000);0.01 [Hz];
1258h;Jump freq. width (hysteresis) 2;A066;R/W;0 to 1000(10000);0.01 [Hz];
1259h;Jump freq. (center) 3;A067 (high);R/W;0 to 40000(100000);0.01 [Hz];
125Ah;Jump freq. (center) 4;A067 (low);R/W;0 to 40000(100000);0.01 [Hz];
125Bh;Jump freq. width (hysteresis) 3;A068;R/W;0 to 1000(10000);0.01 [Hz];
125Ch;Acceleration hold frequency;A069 (high);R/W;0 to 40000;0.01 [Hz];
125Dh;Acceleration hold frequency;A069 (low);R/W;0 to 40000;0.01 [Hz];
125Eh;Acceleration hold time;A070;R/W;0 to 600;0.1 [sec.];
125Fh;PID Function Enable;A071;R/W;"0 (disabling), 1 (enabling), 2 (enabling inverted-data output)";–;
1260h;PID proportional gain;A072;R/W;0 to 2500;0.10;
1261h;PID integral time constant;A073;R/W;0 to 36000;0.1 [sec.];
1262h;PID derivative gain;A074;R/W;0 to 10000;0.01 [sec.];
1263h;PV scale conversion;A075;R/W;1 to 9999;0.01;
1264h;PV source;A076;R/W;0 (input via OI), 1 (input via O), 2 (exter- nal communication), 3 (pulse train frequency input), 10 (operation result output);–;
1265h;Reverse PID;A077;R/W;00 (disabling), 01 (enabling);–;
1266h;PID output limiter;A078;R/W;0 to 1000;0.1 [%];
1267h;PID feed forward selection;A079;R/W;0 (disabled), 1(O input), 2 (OI input);–;
1268h;(Reserved);–;R/W;–;–;
1269h;AVR function select;A081;R/W;0 (always on), 1 (always off), 2 (off dur- ing deceleration);–;
126Ah;AVR voltage select;A082;R/W;"200 V class: 0 (200)/1 (215)/2 (220)/3 (230)/4 (240 
400 V class: 5 (380)/6 (400)/7 (415)/8 (440)/9 (460)/ 10 (480))";–;
126Bh;AVR filter time constant;A083;R/W;0.000 to 10.00;0.001[sec];
126Ch;AVR deceleration gain;A084;R/W;50 to 200;1[%];
126Dh;Energy-saving operation mode;A085;R/W;0 (normal operation), 1 (energy-saving operation);–;
126Eh;Energy-saving mode tuning;A086;R/W;0 to 1000;0.1 [%];
1274h;Acceleration time (2);A092 (high);R/W;1 to 360000;0.01 [sec.];
1275h;Acceleration time (2);A092 (low);R/W;1 to 360000;0.01 [sec.];
1276h;Deceleration time (2);A093 (high);R/W;1 to 360000;0.01 [sec.];
1277h;Deceleration time (2);A093 (low);R/W;1 to 360000;0.01 [sec.];
1278h;Select method to switch to Acc2/ Dec2 profile;A094;R/W;"0 (switching by 2CH terminal), 1 (switching by setting) 
2 (Forward and reverse)";–;
1279h;Acc1 to Acc2 frequency transi- tion point;A095 (high);R/W;0 to 40000(100000);0.01 [Hz];
127Ah;Acc1 to Acc2 frequency transi- tion point;A095 (low);R/W;0 to 40000(100000);0.01 [Hz];
127Bh;Dec1 to Dec2 frequency transi- tion point;A096 (high);R/W;0 to 40000(100000);0.01 [Hz];
127Ch;Dec1 to Dec2 frequency transi- tion point;A096 (low);R/W;0 to 40000(100000);0.01 [Hz];
127Dh;Acceleration curve selection;A097;R/W;0 (linear), 1 (S curve), 2 (U curve), 3 (inverted-U curve), 4 (EL-S curve);–;
127Eh;Deceleration curve setting;A098;R/W;0 (linear), 1 (S curve), 2 (U curve), 3 (inverted-U curve), 4 (EL-S curve);–;
1281h;[OI] input active range start frequency;A101 (high);R/W;0 to 40000(100000);0.01 [Hz];
1282h;[OI] input active range start frequency;A101 (low);R/W;0 to 40000(100000);0.01 [Hz];
1283h;[OI] input active range end frequency;A102 (high);R/W;0 to 40000(100000);1 [%];
1284h;[OI] input active range end frequency;A102 (low);R/W;0 to 40000(100000);1 [%];
1285h;[OI] input active range start current;A103;R/W;"0 to ""[OI]-[L] input active range end current""";1 [%];
1286h;[OI] input active range end current;A104;R/W;"""[OI]-[L] input active range start current"" to 100";–;
1287h;[OI] input start frequency select;A105;R/W;0 (external start frequency), 1 (0 Hz);–;
12A5h;Acceleration curve constant;A131;R/W;1 (smallest swelling) to 10 largest swelling);–;
12A6h;Deceleration curve constant;A132;R/W;1 (smallest swelling) to 10 (largest swelling);-;
12AFh;Operation-target frequency selection 1;A141;R/W;0 (digital operator), 1 (keypad potenti- ometer), 2 (input via O), 3 (input via OI), 4 (external communication), 5 (option ), 7 (pulse train frequency input);–;
12B0h;Operation-target frequency selection 2;A142;R/W;0 (digital operator), 1 (keypad potenti- ometer), 2 (input via O), 3 (input via OI), 4 (external communication), 5 (option ), 7 (pulse train frequency input);–;
12B1h;Operator selection;A143;R/W;0 (addition: A141 + A142), 1 (subtrac- tion: A141 - A142), 2 (multiplication: A141 x A142);–;
12B3h;Frequency to be added;A145 (high);R/W;0 to 40000(100000);0.01 [Hz];
12B4h;Frequency to be added;A145 (low);R/W;0 to 40000(100000);0.01 [Hz];
12B5h;Sign of the frequency to be added;A146;R/W;00 (frequency command + A145), 01 (frequency command - A145);–;
12B9h;EL-S-curve acceleration/deceler- ation ratio 1;A150;R/W;0 to 50;1 [%];
12BAh;EL-S-curve acceleration/deceler- ation ratio 2;A151;R/W;0 to 50;1 [%];
12BBh;EL-S-curve deceleration/decel- eration ratio 1;A152;R/W;0 to 50;1 [%];
12BCh;EL-S-curve deceleration/decel- eration ratio 2;A153;R/W;0 to 50;1 [%];
12BDh;Deceleration hold frequency;A154 (high);R/W;0~40000(100000);0.01 [Hz];
12BEh;Deceleration hold frequency;A154 (low);R/W;0~40000(100000);0.01 [Hz];
12BFh;Deceleration hold time;A155;R/W;0~600;0.1 [sec.];
12C0h;PID sleep function triggering level;A156 (high);R/W;0~40000(100000);0.01 [Hz];
12C1h;PID sleep function triggering level;A156 (low);R/W;0~40000(100000);0.01 [Hz];
12C2h;PID sleep function action delay time;A157;R/W;0~255;0.1 [sec.];
12C6h;[VR] input active range start frequency;A161 (high);R/W;0~40000(100000);0.01 [Hz];
12C7h;[VR] input active range start frequency;A161 (low);R/W;0~40000(100000);0.01 [Hz];
12C8h;[VR] input active range end frequency;A162 (high);R/W;0~40000(100000);0.01 [Hz];
12C9h;[VR] input active range end frequency;A162 (low);R/W;0~40000(100000);0.01 [Hz];
12CAh;[VR] input active range start %;A163;R/W;0~100;1 [%];
12CBh;[VR] input active range end %;A164;R/W;0~100;1 [%];
12CCh;[VR] input start frequencyselect;A165;R/W;0(start frequency A161) / 1(0Hz);–;
1301h;Restart mode on power failure/ under-voltage trip;b001;R/W;0 (tripping), 1 (starting with 0 Hz), 2 (start- ing with matching frequency), 3 (tripping after deceleration and stopping with matching frequency), 4 (restarting with active matching frequency);–;
1302h;Allowable under-voltage power failure time;b002;R/W;3 to 250;0.1 [sec.];
1303h;Retry wait time before motor restart;b003;R/W;3 to 1000;0.1 [sec.];
1304h;Instantaneous power failure/ under-voltage trip alarm enable;b004;R/W;0 (disabling), 1 (enabling), 2 (disabling during stopping and decelerating to stop);–;
1305h;Number of restarts on power fail- ure/under-voltage trip events;b005;R/W;0 (16 times), 1 (unlimited);–;
1307h;Restart frequency threshold;b007 (high);R/W;0 to 40000;0.01 [Hz];
1308h;Restart frequency threshold;b007 (low);R/W;0 to 40000;0.01 [Hz];
1309h;Restart mode on over voltage / over current;b008;R/W;0 (tripping), 1 (starting with 0 Hz), 2 (start- ing with matching frequency), 3 (tripping after deceleration and stopping with matching frequency), 4 (restarting with active matching frequency);–;
130Bh;Number of retry on over voltage / over current;b010;R/W;1 to 3;1 [time];
130Ch;Retry wait time on over voltage / over current;b011;R/W;3 to 1000;0.1 [sec.];
130Dh;Level of electronic thermal;b012;R/W;200 to 1000;0.1 [%];
130Eh;Electronic thermal characteristic;b013;R/W;0 (reduced-torque characteristic), 1 (constant-torque characteristic), 2 (free setting);–;
1310h;Free setting, electronic thermal frequency (1);b015;R/W;0 to 400;1 [Hz];
1311h;Free setting, electronic thermal current (1);b016;R/W;0 to Rated current;0.1 [A];
1312h;Free setting, electronic thermal frequency (2);b017;R/W;0 to 400;1 [Hz];
1313h;Free setting, electronic thermal current (2);b018;R/W;0 to Rated current;0.1 [A];
1314h;Free setting, electronic thermal frequency (3);b019;R/W;0 to 400;1 [Hz];
1315h;Free setting, electronic thermal current (3);b020;R/W;0 to Rated current;0.1 [A];
1316h;Overload restriction operation mode;b021;R/W;"0 (disabling), 1 (enabling during acceler- ation and constant-speed operation), 2 (enabling during constant-speed oper- ation), 3 (enabling during acceleration and constant-speed operation [speed increase at regeneration])";–;
1317h;Overload restriction level;b022;R/W;200 to 2000;0.1 [%];
1318h;Deceleration rate at overload restriction;b023;R/W;1 to 30000;0.1 [sec.];
1319h;Overload restriction operation mode (2);b024;R/W;"0 (disabling), 1 (enabling during acceler- ation and constant-speed operation), 2 (enabling during constant-speed oper- ation), 3 (enabling during acceleration and constant-speed operation [speed increase at regeneration])";–;
131Ah;Overload restriction level 2;b025;R/W;200 to 2000;0.1 [%];
131Bh;Deceleration rate at overload restriction (2);b026;R/W;1 to 30000;0.1 [sec.];
131Ch;Overcurrent suppression enable;b027;R/W;0 (disabling), 1 (enabling);–;
131Dh;Current level of active freq. matching;b028;R/W;100 to 2000;0.1 [%];
131Eh;Deceleration rate of active freq. matching;b029;R/W;1 to 30000;0.1 [sec.];
131Fh;Start freq. of active frequency matching;b030;R/W;0 (frequency at the last shutoff), 1 (max- imum frequency), 2 (set frequency);–;
1320h;Software lock mode selection;b031;R/W;"0 (disabling change of data other than ""b031"" when SFT is on), 1 (disabling change of data other than ""b031"" and fre- quency settings when SFT is on), 2 (dis- abling change of data other than ""b031""), 3 (disabling change of data other than ""b031"" and frequency settings), 10 (enabling data changes during operation)";–;
1322h;Motor cable length parameter;b033;R/W;5 to 20;–;
1323h;Run/power-on warning time;b034 (high);R/W;0 to 65535;1 [10h];
1324h;Run/power-on warning time;b034 (low);R/W;0 to 65535;1 [10h];
1325h;Rotation direction restriction;b035;R/W;0( Enable for both dir)/ 1 (Enable for for- ward only)/ 2 (Enable for reverse only);–;
1326h;Reduced voltage start selection;b036;R/W;0 (minimum reduced voltage start time) to 255 (maximum reduced voltage start time);–;
1327h;Function code display restriction;b037;R/W;0 (full display), 1 (function-specific dis- play), 2 (user setting), 3 (data compari- son display), 4 (basicdisplay), 5(monitor display);–;
1328h;Initial display selection;b038;R/W;001-060;–;
1329h;Automatic user parameter regis- tration;b039;R/W;0 (disabling), 1 (enabling);–;
132Ah;Torque limit selection;b040;R/W;00 (quadrant-specific setting), 01 (switching by terminal), 02 (analog input);–;
